id,female,advers,VS.1,VS.2,VS.3,VS.4,VS.5,EXT.1,EXT.2,EXT.3,EXT.4,EXT.5
218,1,1,5.714285714,7.619047619,9.523809524,8.571428571,8.695356212,1.444444333,2.527777583,2.888888667,2.888888667,4.020634808
219,1,1,4.285714286,4.761904762,4.285714286,6.666666667,5.982794878,3.611110833,3.611110833,3.24999975,3.611110833,2.405443574
220,1,1,6.190476191,7.142857143,5.714285714,7.142857143,6.848968695,NA,0.361111083,2.527777583,2.1666665,3.070371616
221,0,1,6.666666667,8.571428571,6.190476191,7.142857143,7.095504843,1.805555417,2.888888667,2.1666665,2.1666665,2.422759237
222,1,1,6.666666667,6.666666667,4.761904762,4.761904762,6.641395396,1.444444333,2.1666665,1.08333325,1.08333325,0.557177889
223,0,1,5.238095238,7.142857143,5.714285714,6.666666667,6.521060256,3.24999975,3.611110833,3.972221917,3.972221917,5.111862359
224,0,1,5.714285714,6.666666667,6.190476191,7.619047619,7.615493164,2.1666665,1.805555417,2.527777583,1.08333325,1.611371963
225,0,0,6.666666667,8.095238095,6.666666667,7.619047619,9.119982329,3.972221917,3.972221917,3.972221917,3.972221917,4.270219235
226,0,1,5.238095238,5.714285714,5.238095238,5.714285714,6.79439995,1.805555417,2.1666665,1.444444333,1.805555417,2.89676806
227,1,0,7.142857143,8.571428571,5.238095238,NA,NA,NA,3.24999975,2.888888667,NA,NA
228,1,0,5.714285714,6.666666667,6.190476191,6.190476191,5.510308235,2.888888667,2.1666665,2.527777583,2.1666665,1.630155695
229,1,0,7.142857143,5.714285714,5.238095238,6.190476191,7.494487718,2.527777583,1.805555417,0.361111083,1.805555417,1.153597374
230,0,1,6.666666667,6.190476191,3.80952381,NA,NA,1.444444333,1.805555417,1.805555417,NA,NA
231,1,0,7.619047619,NA,7.619047619,9.523809524,9.260752469,1.08333325,NA,2.1666665,1.805555417,0.871115485
232,0,1,6.666666667,6.190476191,7.619047619,4.761904762,4.956186831,2.1666665,2.1666665,2.1666665,2.527777583,2.925075826
233,0,1,6.666666667,6.190476191,6.666666667,6.666666667,4.792441065,2.1666665,2.527777583,NA,NA,NA
234,0,1,6.666666667,6.190476191,6.666666667,6.666666667,7.734403763,1.805555417,2.888888667,2.527777583,2.1666665,2.380625223
235,0,1,10,10,8.095238095,10,10.75906111,1.805555417,2.888888667,2.1666665,1.805555417,3.330303483
236,0,0,4.761904762,5.714285714,5.238095238,4.761904762,5.065626845,2.527777583,2.1666665,2.1666665,2.888888667,3.020814879
237,0,1,7.142857143,6.666666667,7.142857143,5.714285714,6.643439218,1.08333325,1.805555417,1.444444333,2.527777583,3.105837105
238,0,1,4.761904762,6.190476191,5.238095238,5.714285714,5.985222528,0.722222167,2.1666665,0.361111083,1.444444333,1.692422027
239,0,1,5.238095238,4.761904762,7.142857143,6.666666667,7.381634214,3.24999975,3.24999975,2.527777583,2.527777583,2.28208794
240,0,1,5.238095238,7.142857143,4.285714286,5.714285714,6.384203751,2.527777583,2.1666665,2.527777583,2.1666665,1.319382175
241,0,1,5.238095238,9.047619048,7.142857143,7.142857143,6.201285183,2.1666665,2.1666665,2.1666665,2.527777583,1.99013514
242,0,1,6.666666667,8.571428571,8.571428571,8.571428571,6.44253675,1.444444333,2.1666665,1.805555417,3.24999975,2.167583023
243,0,1,5.238095238,7.142857143,4.761904762,6.190476191,5.643741105,3.611110833,3.24999975,2.527777583,2.527777583,3.761002547
244,0,1,5.238095238,8.571428571,8.571428571,8.571428571,8.307055267,1.805555417,3.24999975,2.1666665,3.972221917,3.972224606
245,0,1,5.238095238,7.142857143,5.238095238,4.761904762,4.870771299,0.722222167,2.1666665,2.527777583,1.805555417,1.734149943
246,1,1,7.142857143,5.714285714,7.619047619,6.666666667,6.020659183,2.888888667,2.527777583,2.1666665,2.1666665,2.1015646
247,0,1,6.666666667,7.619047619,8.571428571,8.095238095,7.657967313,1.444444333,1.805555417,1.444444333,2.1666665,0.416078826
248,1,0,7.142857143,6.666666667,8.571428571,10,8.581681686,2.1666665,1.805555417,1.805555417,1.444444333,2.717110436
249,1,0,6.190476191,7.619047619,7.142857143,8.571428571,9.444072976,3.972221917,3.972221917,3.972221917,3.972221917,5.017366887
250,1,0,6.190476191,6.666666667,6.190476191,6.666666667,7.427407866,2.888888667,2.888888667,2.888888667,2.888888667,2.54539115
251,1,1,6.666666667,8.571428571,5.238095238,NA,NA,2.527777583,2.527777583,2.527777583,2.527777583,2.168108998
252,1,0,8.095238095,7.619047619,6.666666667,7.619047619,8.585739487,3.611110833,3.24999975,2.888888667,3.24999975,2.299682957
253,1,1,6.666666667,5.714285714,6.666666667,5.714285714,6.525750041,2.1666665,1.805555417,2.527777583,3.24999975,3.630883185
254,1,0,3.80952381,NA,6.666666667,8.095238095,8.638248571,1.08333325,NA,NA,NA,NA
255,1,0,3.80952381,NA,6.666666667,6.190476191,5.715641987,1.805555417,NA,1.805555417,2.1666665,3.601188591
256,1,0,7.619047619,8.095238095,5.238095238,NA,NA,NA,1.805555417,1.08333325,NA,NA
257,1,0,3.80952381,NA,6.190476191,6.666666667,8.279127966,1.805555417,NA,0.722222167,2.1666665,0.48505539
258,1,1,6.666666667,4.761904762,6.666666667,6.666666667,7.995249524,1.805555417,1.805555417,1.444444333,1.805555417,2.353156943
259,1,0,3.80952381,6.666666667,5.714285714,NA,NA,2.1666665,1.805555417,1.805555417,NA,NA
260,1,0,7.142857143,5.238095238,3.80952381,4.285714286,3.458750299,0,2.1666665,2.1666665,NA,NA
261,1,1,7.142857143,6.666666667,8.571428571,10,9.282337144,2.527777583,2.888888667,2.527777583,2.888888667,3.51229934
262,1,1,6.666666667,4.761904762,7.619047619,8.571428571,8.226934562,2.1666665,1.805555417,2.527777583,2.888888667,2.433833655
263,0,1,4.761904762,5.714285714,NA,6.666666667,7.273085042,2.888888667,3.24999975,NA,2.527777583,2.17421881
264,0,0,4.761904762,5.714285714,2.857142857,6.666666667,4.108520431,2.888888667,2.888888667,2.888888667,3.24999975,4.686706172
265,0,1,6.666666667,7.619047619,9.523809524,8.095238095,9.168495092,3.972221917,3.972221917,NA,NA,NA
266,0,0,5.714285714,5.714285714,6.190476191,6.666666667,7.022448821,2.527777583,2.888888667,2.527777583,2.527777583,1.933498853
267,1,0,7.619047619,6.666666667,7.142857143,6.190476191,8.613594575,3.972221917,3.972221917,3.972221917,3.972221917,4.684901166
268,1,0,6.190476191,7.142857143,6.666666667,8.571428571,7.6647199,3.972221917,3.972221917,3.972221917,3.972221917,3.084202808
269,0,1,4.761904762,4.285714286,4.285714286,6.190476191,4.824334002,1.805555417,2.1666665,1.805555417,1.805555417,1.508337061
270,1,0,7.142857143,6.666666667,6.666666667,7.619047619,6.886030268,2.888888667,3.611110833,2.888888667,2.888888667,5.37092945
271,0,1,5.238095238,8.571428571,8.095238095,7.142857143,8.578007164,2.888888667,2.888888667,2.527777583,2.527777583,3.452369076
272,0,1,5.238095238,9.047619048,8.095238095,7.142857143,7.722836373,1.444444333,NA,1.805555417,NA,NA
273,1,0,7.142857143,6.190476191,6.190476191,7.142857143,8.552331383,2.888888667,2.888888667,2.527777583,2.888888667,2.906567058
274,0,1,6.666666667,6.190476191,6.190476191,8.095238095,7.173201178,1.805555417,2.527777583,1.805555417,3.24999975,4.484116096
275,0,0,6.190476191,6.666666667,4.761904762,6.666666667,6.764780198,2.527777583,2.527777583,2.527777583,2.1666665,0.962419916
276,0,1,7.142857143,4.761904762,7.619047619,6.666666667,6.50045454,0.361111083,1.444444333,1.805555417,2.1666665,2.067206559
277,0,0,7.142857143,4.285714286,6.666666667,6.190476191,8.018778356,2.1666665,2.527777583,3.24999975,2.888888667,3.885636709
278,0,0,5.714285714,5.714285714,5.238095238,4.761904762,3.408935356,1.444444333,1.805555417,0.361111083,0.722222167,-0.816690477
279,0,1,6.666666667,6.190476191,6.666666667,8.571428571,8.388621269,2.527777583,3.24999975,2.527777583,2.1666665,2.195895509
280,0,0,5.714285714,NA,5.238095238,6.190476191,5.713795829,2.888888667,1.444444333,2.1666665,1.444444333,1.468051865
281,0,1,6.190476191,7.619047619,9.047619048,9.047619048,11.39450209,3.24999975,2.888888667,2.1666665,2.888888667,2.633808859
282,1,0,5.238095238,6.666666667,6.190476191,6.190476191,6.757696779,2.888888667,3.24999975,2.888888667,2.888888667,2.252898309
283,0,1,6.190476191,5.714285714,4.285714286,5.238095238,7.332255761,1.444444333,1.805555417,1.805555417,0.722222167,0.941852212
284,0,0,7.142857143,7.619047619,7.142857143,8.571428571,7.978853814,2.527777583,2.1666665,2.888888667,1.805555417,2.791911931
285,1,0,3.80952381,NA,5.238095238,6.666666667,7.187732466,1.805555417,1.805555417,2.1666665,2.1666665,1.338402825
286,1,0,6.666666667,7.142857143,6.666666667,8.571428571,9.47561085,3.611110833,3.611110833,3.972221917,3.972221917,3.876212507
287,1,0,6.190476191,4.285714286,6.190476191,6.666666667,8.232646637,2.527777583,1.444444333,1.444444333,2.1666665,3.912454435
288,0,1,8.095238095,8.095238095,9.523809524,8.571428571,9.193936339,2.888888667,3.24999975,2.527777583,3.972221917,4.824697841
289,1,0,7.619047619,8.095238095,9.523809524,8.571428571,7.534121167,1.805555417,2.888888667,2.888888667,2.888888667,2.83205653
290,1,0,6.190476191,5.714285714,8.095238095,NA,NA,1.805555417,2.888888667,2.888888667,NA,NA
291,1,0,7.142857143,5.714285714,6.190476191,6.190476191,7.936009629,3.972221917,3.611110833,3.972221917,3.972221917,4.468977581
292,1,0,6.190476191,NA,5.238095238,6.190476191,6.51384,2.888888667,NA,1.444444333,1.444444333,2.655720186
293,1,0,9.047619048,NA,7.619047619,7.619047619,8.290611779,0.361111083,NA,NA,NA,NA
294,1,0,7.142857143,6.190476191,6.190476191,7.142857143,8.299485855,3.611110833,3.24999975,2.888888667,3.24999975,4.588477101
295,1,0,7.142857143,8.571428571,10,10,10.1180608,2.888888667,3.24999975,3.24999975,3.24999975,2.731096097
296,1,0,9.047619048,8.571428571,NA,4.285714286,5.376631613,1.08333325,NA,NA,NA,NA
297,1,0,7.142857143,6.666666667,NA,9.047619048,8.124474343,2.888888667,3.611110833,NA,3.24999975,2.535105249
298,1,1,5.714285714,5.714285714,6.666666667,6.666666667,7.308891127,3.972221917,3.972221917,3.972221917,3.972221917,3.757193953
299,0,1,7.619047619,7.619047619,9.047619048,NA,NA,NA,3.24999975,3.972221917,NA,NA
300,0,1,8.095238095,9.047619048,9.523809524,NA,NA,NA,3.24999975,3.972221917,2.888888667,3.025703518
301,0,0,7.142857143,4.761904762,6.190476191,5.714285714,5.460791853,2.527777583,3.24999975,1.805555417,2.1666665,2.047852917
302,0,1,8.095238095,9.523809524,9.523809524,NA,NA,NA,1.805555417,3.972221917,NA,NA
303,0,1,8.095238095,9.047619048,9.523809524,NA,NA,2.527777583,2.527777583,3.611110833,NA,NA
304,0,1,6.190476191,7.619047619,9.523809524,7.619047619,9.0279461,2.888888667,3.24999975,2.1666665,2.527777583,1.938207074
305,0,0,6.666666667,8.095238095,8.571428571,8.571428571,8.096861903,0.722222167,2.888888667,1.805555417,1.805555417,2.953908791
306,1,1,6.666666667,4.761904762,6.666666667,6.190476191,8.222054761,2.1666665,2.1666665,2.527777583,2.888888667,2.03227159
307,0,1,7.619047619,9.523809524,9.523809524,8.095238095,9.380997886,2.888888667,3.611110833,3.24999975,3.611110833,2.645375652
308,1,1,7.142857143,8.571428571,9.523809524,10,10.32092561,1.444444333,2.888888667,2.527777583,1.805555417,2.101411632
309,1,0,6.666666667,5.714285714,6.666666667,4.761904762,4.817789774,1.444444333,2.1666665,1.805555417,2.1666665,2.606736811
310,0,1,7.619047619,8.571428571,9.047619048,8.095238095,8.998665299,2.888888667,3.24999975,1.444444333,3.24999975,4.028353655
311,1,1,5.714285714,6.190476191,7.619047619,7.142857143,7.444134407,3.972221917,3.972221917,3.972221917,3.972221917,4.488222488
312,1,1,6.666666667,2.857142857,NA,4.285714286,3.329455405,1.805555417,2.527777583,1.805555417,2.1666665,3.654184967
313,0,1,5.238095238,6.190476191,5.238095238,5.238095238,7.220975544,1.444444333,2.527777583,1.444444333,1.444444333,3.978658558
314,0,1,5.238095238,8.571428571,7.142857143,7.142857143,8.543473843,3.611110833,3.611110833,3.611110833,3.611110833,5.769633253
315,0,0,5.714285714,5.238095238,4.761904762,7.142857143,8.251182859,3.24999975,2.888888667,1.805555417,2.888888667,2.55654873
316,0,1,6.190476191,8.571428571,7.142857143,7.142857143,7.377908069,2.888888667,3.24999975,1.444444333,3.972221917,4.108868087
317,0,0,6.666666667,6.190476191,6.666666667,9.047619048,8.892862808,2.888888667,2.1666665,1.444444333,2.527777583,0.99398719
318,0,0,5.714285714,6.190476191,7.619047619,5.714285714,4.347927659,1.444444333,2.1666665,1.805555417,2.1666665,1.48092609
319,0,1,6.190476191,4.761904762,6.666666667,6.190476191,5.475969632,3.24999975,2.527777583,2.527777583,2.888888667,0.095988428
320,1,1,3.80952381,6.190476191,6.190476191,7.619047619,5.325623181,2.888888667,2.888888667,1.444444333,2.527777583,4.020420817
321,0,1,5.238095238,NA,7.619047619,7.142857143,4.501247111,NA,NA,1.444444333,1.444444333,1.867107885
322,0,1,4.285714286,7.142857143,4.285714286,3.80952381,3.211909021,2.1666665,2.527777583,2.1666665,2.527777583,1.627330878
323,1,1,5.238095238,4.285714286,4.285714286,NA,NA,1.444444333,1.805555417,2.1666665,NA,NA
324,0,1,6.190476191,4.761904762,6.666666667,7.142857143,7.737131759,3.24999975,2.527777583,2.888888667,2.888888667,2.733422367
325,0,1,7.142857143,7.619047619,9.047619048,8.095238095,9.230644092,3.972221917,3.972221917,3.972221917,3.611110833,5.099151088
326,0,1,6.190476191,4.761904762,NA,5.238095238,6.229050613,2.527777583,3.611110833,NA,2.527777583,4.573177659
327,1,0,8.095238095,8.571428571,7.142857143,7.142857143,8.188976294,1.805555417,2.888888667,2.527777583,3.24999975,5.817554
328,1,0,9.047619048,7.142857143,7.619047619,6.666666667,9.535714491,NA,1.444444333,2.888888667,2.1666665,4.37789542
329,0,1,6.666666667,4.761904762,6.666666667,6.190476191,7.509169768,1.08333325,1.805555417,1.805555417,2.888888667,2.709304378
330,1,0,8.095238095,9.047619048,6.666666667,6.666666667,7.940736729,2.1666665,2.1666665,1.805555417,3.24999975,2.36451848
331,1,0,8.095238095,9.047619048,5.714285714,7.619047619,6.119009641,0.722222167,2.1666665,1.08333325,3.24999975,2.420690752
332,0,0,5.714285714,6.190476191,7.619047619,6.666666667,6.815022733,1.805555417,1.444444333,NA,2.1666665,3.00892043
333,0,1,5.238095238,5.714285714,4.761904762,NA,NA,NA,1.805555417,1.805555417,NA,NA
334,0,1,5.238095238,6.190476191,5.714285714,4.285714286,5.1413257,2.527777583,2.888888667,3.24999975,3.24999975,1.725362636
335,1,0,8.095238095,NA,7.619047619,9.523809524,9.934025246,1.805555417,NA,0.722222167,1.444444333,2.077115468
336,0,1,5.238095238,5.714285714,5.238095238,5.714285714,4.224792476,1.444444333,1.805555417,1.444444333,1.08333325,1.803215736
337,1,0,8.571428571,9.047619048,5.714285714,6.666666667,6.583285623,2.527777583,2.1666665,2.888888667,2.527777583,2.604160087
338,1,1,3.80952381,5.238095238,6.666666667,8.571428571,9.385996649,1.08333325,1.444444333,1.805555417,0.722222167,-0.455628572
339,1,1,6.190476191,5.714285714,4.285714286,NA,NA,1.444444333,1.805555417,2.1666665,NA,NA
340,1,1,3.80952381,5.238095238,6.190476191,8.571428571,7.354105024,2.888888667,2.888888667,3.24999975,3.972221917,4.728489824
341,1,1,5.714285714,6.190476191,7.142857143,7.142857143,7.473018019,2.888888667,3.611110833,3.24999975,3.972221917,5.514606641
342,1,1,5.238095238,5.714285714,5.714285714,5.714285714,7.744111616,2.527777583,2.888888667,2.888888667,2.888888667,3.239017634
343,1,0,8.095238095,8.571428571,9.523809524,8.095238095,9.919589083,2.1666665,2.888888667,2.527777583,2.527777583,4.269513084
344,1,1,5.714285714,4.761904762,3.80952381,4.285714286,5.140656039,2.1666665,1.805555417,1.805555417,0.722222167,-0.101109465
345,1,0,8.571428571,8.571428571,7.142857143,7.142857143,8.117719436,1.805555417,2.888888667,2.1666665,1.805555417,2.25924819
346,1,0,8.095238095,9.047619048,6.666666667,6.666666667,5.970510189,1.805555417,1.805555417,1.805555417,2.888888667,3.480253944
347,1,1,3.80952381,NA,2.857142857,9.047619048,6.769482261,1.805555417,NA,2.1666665,2.888888667,3.941391405
348,1,0,8.095238095,8.571428571,8.095238095,7.142857143,7.571123255,2.888888667,2.888888667,2.888888667,3.611110833,3.5278469
349,0,1,8.095238095,9.047619048,9.523809524,7.619047619,7.538256573,2.1666665,2.888888667,3.24999975,2.527777583,2.751944177
350,0,1,6.666666667,6.190476191,9.047619048,9.047619048,8.657851612,3.24999975,3.24999975,3.972221917,3.972221917,2.668086785
351,0,1,8.095238095,9.047619048,9.523809524,8.571428571,10.38645562,2.1666665,2.888888667,2.527777583,2.527777583,3.415216692
352,0,1,8.095238095,8.571428571,9.523809524,7.619047619,9.973713617,2.1666665,2.1666665,2.888888667,2.888888667,3.713671286
353,0,1,7.142857143,7.619047619,5.714285714,6.666666667,6.900544684,2.527777583,1.805555417,2.1666665,NA,NA
354,0,1,6.666666667,6.190476191,6.666666667,9.047619048,8.172404982,1.805555417,2.527777583,2.527777583,2.888888667,2.753246654
355,1,1,5.238095238,4.285714286,3.80952381,6.666666667,6.033774348,3.611110833,3.611110833,3.611110833,3.972221917,4.918639628
356,0,1,3.333333333,7.619047619,5.714285714,4.761904762,6.33483947,1.805555417,3.24999975,2.1666665,NA,NA
357,0,1,5.238095238,8.571428571,7.142857143,7.619047619,8.784774766,2.888888667,3.24999975,3.24999975,3.24999975,4.523148432
358,0,1,3.333333333,7.619047619,8.095238095,7.142857143,7.675208395,3.24999975,2.1666665,2.527777583,NA,NA
359,0,1,5.238095238,NA,6.666666667,NA,NA,0,NA,3.24999975,NA,NA
360,0,0,7.142857143,4.761904762,9.047619048,7.619047619,8.794508503,2.1666665,1.805555417,2.1666665,2.1666665,2.09079201
361,0,1,3.333333333,4.761904762,5.714285714,1.428571429,3.708580287,2.1666665,1.805555417,2.888888667,2.1666665,2.212712783
362,0,1,4.285714286,5.714285714,4.285714286,5.714285714,4.349526479,2.1666665,2.1666665,2.1666665,3.24999975,4.896215746
363,0,1,3.333333333,4.761904762,5.714285714,5.714285714,6.441070355,1.805555417,2.527777583,1.805555417,1.08333325,1.447220181
364,0,1,5.238095238,5.714285714,5.238095238,6.666666667,6.791565325,2.1666665,2.527777583,1.805555417,3.24999975,3.024083075
365,1,0,8.095238095,8.571428571,8.571428571,10,10.52886902,3.24999975,3.24999975,2.888888667,3.24999975,3.618619134
366,0,0,7.142857143,7.619047619,6.666666667,7.619047619,7.764937949,2.527777583,3.611110833,2.888888667,3.24999975,3.131823217
367,1,1,5.714285714,7.619047619,5.714285714,7.619047619,7.323562758,2.1666665,3.24999975,2.527777583,2.527777583,2.375485045
368,1,1,7.619047619,9.523809524,6.190476191,NA,NA,NA,3.24999975,2.888888667,3.24999975,3.110247192
369,0,0,6.666666667,6.190476191,6.666666667,8.571428571,8.09315143,3.24999975,2.527777583,3.24999975,2.888888667,4.27775708
370,1,0,5.238095238,10,NA,6.666666667,8.00025125,2.1666665,2.1666665,NA,2.888888667,3.583304805
371,1,1,7.619047619,8.571428571,7.619047619,NA,NA,NA,3.24999975,2.888888667,3.24999975,2.658887657
372,1,1,9.047619048,7.142857143,6.666666667,7.142857143,7.80155839,2.1666665,3.611110833,2.888888667,2.888888667,1.816556593
373,1,1,7.619047619,8.571428571,7.619047619,6.666666667,8.163383896,2.888888667,3.24999975,2.888888667,3.24999975,2.673887145
374,1,0,8.095238095,9.523809524,6.666666667,9.523809524,10.71241555,0.722222167,2.527777583,1.08333325,1.805555417,3.323661776
375,1,1,5.238095238,4.285714286,6.666666667,5.714285714,2.782643517,2.1666665,2.1666665,3.24999975,3.24999975,4.349527639
376,0,0,4.761904762,5.238095238,6.190476191,7.142857143,7.067334708,2.1666665,0,2.1666665,1.805555417,3.445737219
377,0,0,4.761904762,5.238095238,5.714285714,5.714285714,4.621887596,2.527777583,1.444444333,2.1666665,1.444444333,1.421538688
378,0,0,4.761904762,5.238095238,6.190476191,6.190476191,7.523188046,2.888888667,3.24999975,3.611110833,3.24999975,4.413889088
379,0,0,4.761904762,5.238095238,5.714285714,4.761904762,5.982820832,2.527777583,2.527777583,1.805555417,3.24999975,2.074870993
380,0,0,4.761904762,5.238095238,6.666666667,6.190476191,5.930085961,2.888888667,3.24999975,3.972221917,3.24999975,1.959794585
381,0,0,4.761904762,5.238095238,6.190476191,6.190476191,5.887403447,1.08333325,0,1.805555417,NA,NA
382,0,0,4.761904762,5.714285714,2.857142857,6.666666667,6.945358663,2.888888667,2.1666665,2.888888667,3.24999975,2.099261073
383,0,0,1.904761905,4.761904762,4.285714286,1.428571429,2.992159377,1.08333325,2.1666665,1.805555417,1.805555417,2.418366071
384,0,0,5.714285714,5.238095238,5.238095238,4.761904762,3.88637974,1.444444333,1.444444333,2.527777583,2.888888667,2.758681263
385,1,1,5.238095238,4.285714286,6.666666667,5.714285714,6.161891604,2.1666665,2.527777583,3.24999975,2.888888667,2.289353399
386,0,1,5.238095238,5.714285714,4.761904762,7.142857143,7.58671746,1.444444333,2.1666665,1.805555417,2.527777583,2.656855608
387,1,0,6.666666667,6.190476191,6.190476191,NA,NA,0.722222167,1.444444333,2.1666665,NA,NA
388,1,0,5.714285714,9.047619048,8.095238095,8.095238095,9.573664274,1.444444333,2.1666665,1.08333325,1.805555417,1.099347136
389,1,1,9.047619048,8.571428571,7.142857143,NA,NA,NA,1.805555417,NA,NA,NA
390,1,0,5.714285714,6.190476191,5.238095238,5.714285714,5.409220288,1.08333325,1.805555417,2.1666665,1.08333325,1.598798983
391,1,0,5.714285714,9.047619048,NA,6.666666667,5.735950968,2.527777583,2.888888667,3.611110833,3.24999975,2.668575574
392,1,0,5.714285714,6.666666667,6.666666667,6.666666667,7.502212098,1.805555417,1.805555417,2.1666665,2.1666665,1.786619411
393,1,1,5.238095238,4.285714286,6.666666667,5.714285714,6.559096212,2.1666665,2.527777583,3.24999975,3.24999975,2.321808707
394,1,1,5.238095238,4.285714286,4.761904762,6.190476191,4.665576124,3.24999975,3.611110833,3.611110833,3.972221917,3.312194691
395,1,0,8.095238095,6.666666667,6.666666667,5.714285714,6.857712466,3.24999975,3.611110833,3.611110833,3.611110833,4.659383959
396,1,0,8.095238095,9.523809524,5.714285714,6.666666667,5.988684673,2.527777583,2.1666665,2.888888667,2.888888667,3.789868182
397,1,0,5.714285714,9.047619048,NA,8.095238095,8.436908961,1.08333325,1.08333325,NA,1.444444333,0.659865754
398,1,0,8.095238095,9.523809524,6.666666667,9.523809524,8.847901906,0.722222167,2.1666665,1.805555417,1.805555417,0.095302307
399,1,0,5.714285714,5.714285714,6.190476191,NA,NA,1.08333325,NA,1.805555417,NA,NA
400,0,1,6.190476191,6.190476191,6.666666667,6.190476191,6.488205197,3.24999975,3.611110833,3.24999975,3.972221917,5.502457169
401,0,1,5.714285714,5.238095238,6.190476191,5.714285714,6.247279983,1.805555417,2.527777583,1.805555417,2.527777583,2.936515549
402,0,0,4.761904762,3.333333333,5.714285714,4.761904762,4.981011639,0.722222167,0.361111083,2.527777583,1.805555417,1.728259617
403,1,0,3.80952381,5.238095238,6.190476191,NA,NA,0.722222167,0.361111083,1.805555417,0.722222167,1.30140672
404,0,1,6.666666667,5.714285714,5.238095238,4.761904762,5.504153905,2.888888667,1.08333325,2.1666665,2.1666665,2.212499092
405,0,1,6.666666667,6.190476191,6.190476191,8.095238095,8.329191223,NA,2.1666665,1.805555417,2.888888667,1.85327367
406,0,1,5.714285714,5.238095238,6.190476191,5.714285714,6.093829606,2.888888667,3.24999975,3.24999975,3.24999975,3.212757688
407,0,1,6.190476191,7.619047619,NA,NA,NA,1.805555417,3.24999975,NA,NA,NA
408,1,0,3.80952381,5.238095238,6.666666667,6.190476191,7.796880956,1.444444333,1.444444333,1.805555417,2.1666665,2.262748201
409,0,1,6.666666667,6.190476191,6.190476191,8.095238095,7.515421519,2.527777583,3.24999975,2.527777583,2.527777583,3.123577849
410,1,0,8.095238095,8.571428571,7.142857143,7.619047619,7.930146476,3.611110833,3.24999975,3.24999975,3.24999975,4.672281486
411,0,1,6.190476191,6.190476191,6.190476191,9.047619048,8.205035174,NA,1.444444333,2.527777583,2.1666665,3.192163826
412,0,1,6.666666667,6.190476191,6.190476191,8.095238095,8.435293079,2.527777583,NA,2.1666665,2.527777583,2.596252545
413,0,1,5.714285714,6.190476191,5.714285714,9.047619048,6.037408292,2.1666665,1.444444333,2.888888667,2.527777583,3.62319235
414,1,1,4.761904762,5.238095238,6.190476191,NA,NA,NA,1.444444333,2.1666665,NA,NA
415,1,0,5.714285714,7.619047619,6.666666667,NA,NA,2.527777583,2.527777583,3.24999975,NA,NA
416,1,0,3.80952381,5.238095238,6.190476191,NA,NA,1.08333325,0.361111083,NA,NA,NA
417,0,1,8.571428571,9.047619048,7.619047619,9.047619048,7.935104991,0.722222167,2.527777583,NA,NA,NA
418,0,1,6.666666667,6.190476191,6.666666667,NA,NA,1.444444333,2.527777583,1.805555417,NA,NA
419,0,1,6.666666667,5.714285714,5.714285714,5.714285714,6.646625106,3.24999975,3.611110833,3.972221917,3.972221917,4.208889335
420,0,1,6.666666667,3.80952381,5.238095238,5.714285714,4.754979128,2.1666665,2.1666665,3.24999975,2.1666665,3.226039111
421,0,1,8.571428571,3.80952381,5.714285714,6.190476191,6.023375379,1.805555417,2.1666665,NA,NA,NA
422,0,1,8.571428571,3.80952381,3.80952381,5.714285714,7.453889847,1.444444333,2.527777583,NA,NA,NA
423,0,1,8.571428571,6.666666667,6.666666667,7.142857143,8.558261313,2.527777583,2.1666665,2.888888667,2.888888667,3.665535323
424,1,0,5.238095238,5.238095238,NA,NA,NA,2.1666665,1.805555417,1.805555417,NA,NA
425,1,0,6.190476191,9.047619048,6.190476191,6.666666667,7.326235606,2.888888667,3.24999975,1.805555417,3.24999975,1.763298633
426,1,0,9.047619048,8.095238095,7.142857143,7.142857143,9.385795018,0.361111083,3.24999975,1.805555417,3.611110833,3.559737108
427,1,0,5.714285714,10,6.190476191,6.666666667,7.283912044,2.527777583,3.24999975,2.527777583,3.24999975,1.577908738
428,1,0,6.666666667,6.190476191,6.666666667,6.190476191,7.301736881,3.611110833,3.24999975,3.24999975,2.527777583,3.166455285
429,1,0,6.190476191,6.190476191,6.666666667,5.714285714,7.219314971,1.08333325,1.444444333,0,1.444444333,2.742868717
430,1,0,8.095238095,6.190476191,6.190476191,6.666666667,7.570369151,1.444444333,1.444444333,0.722222167,1.805555417,2.514088875
431,1,0,6.190476191,6.190476191,4.285714286,5.714285714,7.043502819,2.888888667,3.611110833,1.805555417,3.24999975,3.64543474
432,0,1,6.190476191,5.714285714,NA,5.238095238,5.424896697,1.444444333,2.527777583,1.805555417,1.805555417,2.969136785
433,0,0,4.761904762,5.238095238,4.285714286,6.666666667,5.191459279,2.888888667,2.1666665,3.24999975,2.888888667,1.876414906
434,0,1,7.619047619,5.238095238,6.190476191,5.714285714,6.836458852,3.24999975,2.527777583,3.24999975,3.611110833,3.636579068
435,0,1,6.666666667,3.80952381,6.190476191,5.714285714,5.641131514,2.527777583,1.444444333,2.1666665,2.527777583,2.291340927
436,1,1,5.238095238,5.714285714,4.285714286,6.666666667,6.963693586,3.24999975,2.527777583,3.24999975,3.611110833,1.815296989
437,1,0,8.571428571,8.571428571,8.571428571,NA,NA,NA,3.24999975,1.805555417,NA,NA
438,1,0,5.238095238,10,8.095238095,NA,NA,2.1666665,1.444444333,0.361111083,NA,NA
